Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,TP53_mut,11,5,0.222794951,3.83867522,4.029132534,,,0.730759576,-0.190457314,0.754626334,1.064925238,0.68581018,,,0,THCA,GDSC2
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,BRAF_mut,7,7,0.620647821,1.343559157,2.191539783,,,0.268170356,-0.847980626,1.358775814,1.373749353,0.268167707,,,0,THCA,GDSC2
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,TP53_mut,10,4,0.439576353,1.944503606,1.325164129,,,0.428595165,0.619339477,1.487695633,1.140527873,0.471766152,,,0,THCA,GDSC2
Vinorelbine,2048,Microtubule destabiliser,Mitosis,BRAF_mut,7,8,1.254141168,-3.57239078,-0.832464108,,,0.030247623,-2.739926673,1.081169493,2.803939078,0.030718473,,,9.215541883,THCA,GDSC2
Vinorelbine,2048,Microtubule destabiliser,Mitosis,NRAS_mut,3,12,0.023293339,-2.062047533,-2.12335881,,,0.97952431,0.061311277,3.548759675,2.428590056,0.971762106,,,97.17621058,THCA,GDSC2
Vinorelbine,2048,Microtubule destabiliser,Mitosis,TP53_mut,10,5,0.068930604,-2.050652054,-2.231985556,,,0.916726023,0.181333502,2.229390597,3.362800561,0.901776558,,,97.17621058,THCA,GDSC2
Mycophenolic acid,2055,,Unclassified,BRAF_mut,7,6,0.589485424,1.426520715,2.410349064,,,0.329726111,-0.983828349,1.392067132,1.950007385,0.312056059,,,0,THCA,GDSC2
Mycophenolic acid,2055,,Unclassified,TP53_mut,9,4,0.616783825,2.198238011,1.165899321,,,0.383853923,1.03233869,1.586040696,1.887806106,0.326749309,,,0,THCA,GDSC2
VX-11e,2096,ERK2,ERK MAPK signaling,BRAF_mut,7,8,1.070183749,1.897054035,3.863569811,,,0.054819253,-1.966515776,1.137660335,2.271878619,0.059165449,,,0,THCA,GDSC2
VX-11e,2096,ERK2,ERK MAPK signaling,NRAS_mut,3,12,0.149034709,2.693819348,3.008873224,,,0.875639229,-0.315053876,2.994886906,1.910645413,0.820999157,,,0,THCA,GDSC2
VX-11e,2096,ERK2,ERK MAPK signaling,TP53_mut,10,5,0.194320326,2.809312783,3.218961781,,,0.787886137,-0.409648998,1.516904474,3.044042316,0.728444562,,,0,THCA,GDSC2
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,BRAF_mut,7,6,1.286852957,3.582879089,5.420665263,,,0.044384288,-1.837786175,1.353504223,1.512818025,0.041078737,,,8.215747412,THCA,GDSC2
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,9,4,0.075400029,4.390722827,4.52190994,,,0.932946772,-0.131187114,1.100686466,2.805172439,0.902412748,,,90.2412748,THCA,GDSC2
LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,BRAF_mut,7,8,0.256568603,5.335990831,5.596689802,,,0.617594337,-0.260698971,0.721438874,1.212970715,0.628354328,,,0,THCA,GDSC2
LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,NRAS_mut,3,12,0.657098875,4.95614776,5.604750913,,,0.458471145,-0.648603153,1.210501947,0.940763019,0.327262538,,,0,THCA,GDSC2
LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,TP53_mut,10,5,0.303318457,5.3725319,5.680027047,,,0.678255091,-0.307495147,0.717459791,1.477138074,0.589127425,,,0,THCA,GDSC2
AZ6102,2109,"TNKS1, TNKS2",WNT signaling,BRAF_mut,7,8,0.785106719,2.370504444,3.380864088,,,0.152332814,-1.010359644,1.25800916,1.311170476,0.153209693,,,0,THCA,GDSC2
AZ6102,2109,"TNKS1, TNKS2",WNT signaling,NRAS_mut,3,12,0.475775958,3.430006754,2.779201963,,,0.631816975,0.650804791,1.972747259,1.226258479,0.474173799,,,0,THCA,GDSC2
AZ6102,2109,"TNKS1, TNKS2",WNT signaling,TP53_mut,10,5,0.489128375,3.130321876,2.46744501,,,0.409599878,0.662876866,1.327157767,1.416330555,0.388077947,,,0,THCA,GDSC2
GSK591,2110,PMRT5,Chromatin histone methylation,BRAF_mut,7,8,0.507686827,4.59815021,5.186285269,,,0.327987037,-0.588135059,0.663121678,1.454451923,0.344524288,,,0,THCA,GDSC2
GSK591,2110,PMRT5,Chromatin histone methylation,NRAS_mut,3,12,0.178530824,5.082790862,4.869080086,,,0.866227438,0.213710775,1.902173761,1.017645323,0.786452064,,,0,THCA,GDSC2
GSK591,2110,PMRT5,Chromatin histone methylation,TP53_mut,10,5,0.221035331,4.823915073,5.087636577,,,0.753856204,-0.263721504,0.908055548,1.664696035,0.693100395,,,0,THCA,GDSC2
VE821,2111,ATR,Genome integrity,BRAF_mut,7,8,1.120378552,4.145218123,5.567833775,,,0.049417536,-1.422615652,1.248427528,1.287769924,0.049598517,,,0,THCA,GDSC2
VE821,2111,ATR,Genome integrity,NRAS_mut,3,12,0.366909424,5.333371249,4.796590276,,,0.65154469,0.536780974,1.700669446,1.415481443,0.57944098,,,0,THCA,GDSC2
VE821,2111,ATR,Genome integrity,TP53_mut,10,5,0.405757466,5.100163045,4.511513322,,,0.571221798,0.588649724,1.093519986,2.037058982,0.471979364,,,0,THCA,GDSC2
VTP-A,2112,,Unclassified,BRAF_mut,7,6,1.02753781,2.215524022,2.861135263,,,0.123206377,-0.645611241,0.398847678,0.823166714,0.091809941,,,0,THCA,GDSC2
VTP-A,2112,,Unclassified,TP53_mut,9,4,0.241306781,2.460489096,2.632769467,,,0.735980721,-0.172280371,0.651633361,0.858277915,0.695700058,,,0,THCA,GDSC2
VTP-B,2113,,Unclassified,BRAF_mut,7,6,1.336104243,2.666836645,3.667799202,,,0.051812985,-1.000962556,0.536472784,0.943070744,0.035135484,,,0,THCA,GDSC2
VTP-B,2113,,Unclassified,TP53_mut,9,4,0.150770504,3.086032639,3.225089494,,,0.844381168,-0.139056854,0.778847245,1.225336677,0.806518427,,,0,THCA,GDSC2
PBD-288,2145,,Unclassified,BRAF_mut,7,7,1.502439952,-0.503132142,1.700631513,,,0.024640498,-2.203763654,0.676656371,1.960887813,0.015725831,,,0,THCA,GDSC2
PBD-288,2145,,Unclassified,TP53_mut,10,4,0.374377029,0.399992055,1.095643763,,,0.667619242,-0.695651708,1.37687968,2.850195274,0.538728141,,,0,THCA,GDSC2
POMHEX,2148,,Unclassified,BRAF_mut,7,7,0.622724967,1.814800212,2.50191647,,,0.268350731,-0.687116258,0.93788963,1.247139527,0.266651087,,,0,THCA,GDSC2
POMHEX,2148,,Unclassified,TP53_mut,10,4,0.197814357,2.223848781,1.994632243,,,0.73802225,0.229216537,1.185657402,1.073972096,0.743873832,,,0,THCA,GDSC2
CT7033-2,2149,"KDM4A, KDM4C, KDM4E, KDM3A, KDM6B",Chromatin histone methylation,BRAF_mut,7,7,1.31121904,1.13598149,3.206252183,,,0.040168574,-2.070270693,0.831790628,2.072175648,0.030422065,,,0,THCA,GDSC2
CT7033-2,2149,"KDM4A, KDM4C, KDM4E, KDM3A, KDM6B",Chromatin histone methylation,TP53_mut,10,4,0.776590125,1.769698748,3.174662059,,,0.465086516,-1.404963311,0.791025289,3.34885712,0.213843009,,,0,THCA,GDSC2
GSK-LSD1-2HCl ,2154,LSD1,Chromatin histone methylation,BRAF_mut,7,7,0.822444961,2.3712962,3.310468406,,,0.156064064,-0.939172206,0.810908707,1.396575154,0.149830901,,,0,THCA,GDSC2
GSK-LSD1-2HCl ,2154,LSD1,Chromatin histone methylation,TP53_mut,10,4,0.298011495,2.735599156,3.10409017,,,0.728348773,-0.368491014,0.932644238,1.872497411,0.623569866,,,0,THCA,GDSC2
5-azacytidine,2156,DNA methyltransferases,Other,BRAF_mut,7,7,0.597642573,2.683794682,3.643419177,,,0.285878587,-0.959624496,1.482595707,1.719984159,0.285414035,,,0,THCA,GDSC2
5-azacytidine,2156,DNA methyltransferases,Other,TP53_mut,10,4,0.156876791,3.239012082,2.975094049,,,0.850242448,0.263918033,1.31823851,2.471363159,0.795378595,,,0,THCA,GDSC2
A-366,2157,"EHMT1, EHMT2",Chromatin histone methylation,BRAF_mut,7,7,0.692419562,4.987138214,5.781528864,,,0.233030412,-0.79439065,0.564690994,1.52104266,0.219548617,,,0,THCA,GDSC2
A-366,2157,"EHMT1, EHMT2",Chromatin histone methylation,TP53_mut,10,4,0.659982931,5.164484912,5.933955109,,,0.497306305,-0.769470197,0.718432591,1.972004036,0.286446295,,,0,THCA,GDSC2
CPI-637,2158,EP300,Chromatin histone methylation,BRAF_mut,7,7,0.863908655,3.970006377,4.798596182,,,0.13305603,-0.828589805,0.856912143,1.051434197,0.132014479,,,0,THCA,GDSC2
CPI-637,2158,EP300,Chromatin histone methylation,TP53_mut,10,4,0.298560348,4.294962009,4.607649456,,,0.742277387,-0.312687447,0.709983306,1.695660947,0.622937238,,,0,THCA,GDSC2
UNC0379,2159,SETD8,Chromatin histone methylation,BRAF_mut,7,7,1.111181256,3.670103403,5.084475431,,,0.059996083,-1.414372028,1.204452888,1.337763148,0.059746641,,,0,THCA,GDSC2
UNC0379,2159,SETD8,Chromatin histone methylation,TP53_mut,10,4,0.315570181,4.245005234,4.707999875,,,0.732803308,-0.462994641,0.955741936,2.422809548,0.603488782,,,0,THCA,GDSC2
AT13148,2170,AKT1,PI3K/MTOR signaling,BRAF_mut,7,8,0.404016165,3.863451546,4.605634628,,,0.440314372,-0.742183082,1.541011173,2.057104114,0.448999907,,,0,THCA,GDSC2
AT13148,2170,AKT1,PI3K/MTOR signaling,NRAS_mut,3,12,0.88291023,3.01800207,4.569602636,,,0.270939948,-1.551600566,1.79885483,1.74972246,0.194555549,,,0,THCA,GDSC2
AT13148,2170,AKT1,PI3K/MTOR signaling,TP53_mut,10,5,0.122842734,4.182466898,4.412913772,,,0.86357919,-0.230446874,1.37458244,2.680679772,0.826026575,,,0,THCA,GDSC2
BMS-754807,2171,"IGF1R, IR",IGF1R signaling,BRAF_mut,7,9,0.583283441,2.698700835,3.624983576,,,0.243948,-0.926282742,1.221056505,1.815238453,0.266468107,,,42.7989636,THCA,GDSC2
BMS-754807,2171,"IGF1R, IR",IGF1R signaling,NRAS_mut,3,13,0.711545971,2.298460328,3.432336696,,,0.394380439,-1.133876367,1.80047247,1.556377642,0.285326424,,,42.7989636,THCA,GDSC2
BMS-754807,2171,"IGF1R, IR",IGF1R signaling,TP53_mut,11,5,0.002776124,3.221176978,3.216562255,,,0.996646801,0.004614722,1.424180663,2.144877276,0.995965873,,,99.59658735,THCA,GDSC2
JQ1,2172,"BRD2, BRD3, BRD4, BRDT",Chromatin other,BRAF_mut,7,9,0.801612277,1.21777221,2.638775769,,,0.127819937,-1.421003559,1.629301475,1.873028127,0.134009571,,,0,THCA,GDSC2
JQ1,2172,"BRD2, BRD3, BRD4, BRDT",Chromatin other,NRAS_mut,3,13,0.277427768,1.585778043,2.116619481,,,0.684152896,-0.530841439,1.836901938,1.925900849,0.671516178,,,0,THCA,GDSC2
JQ1,2172,"BRD2, BRD3, BRD4, BRDT",Chromatin other,TP53_mut,11,5,0.207961125,2.141608082,1.743139698,,,0.713730448,0.398468384,1.899068254,1.957933701,0.705610162,,,0,THCA,GDSC2
PFI-1,2173,BRD4,Chromatin other,BRAF_mut,7,9,0.58425032,3.577081588,4.180340407,,,0.230687075,-0.603258819,0.588515948,1.267265218,0.265711181,,,0,THCA,GDSC2
PFI-1,2173,BRD4,Chromatin other,NRAS_mut,3,13,0.791142761,3.256590507,4.068681789,,,0.175367595,-0.812091282,0.706819264,1.070515282,0.237094651,,,0,THCA,GDSC2
PFI-1,2173,BRD4,Chromatin other,TP53_mut,11,5,0.182294895,3.855084987,4.051339984,,,0.758644156,-0.196254997,1.030596425,1.183748938,0.740390096,,,0,THCA,GDSC2
SGC0946,2177,DOT1L,Chromatin histone methylation,BRAF_mut,7,9,0.92070079,1.927300863,2.726052546,,,0.073298607,-0.798751684,0.615123411,1.016530917,0.089098591,,,0,THCA,GDSC2
SGC0946,2177,DOT1L,Chromatin histone methylation,NRAS_mut,3,13,0.239255722,2.563347653,2.333502769,,,0.661404523,0.229844884,0.696977106,0.997862691,0.714343786,,,0,THCA,GDSC2
SGC0946,2177,DOT1L,Chromatin histone methylation,TP53_mut,11,5,0.299935472,2.28709116,2.573515238,,,0.707266226,-0.286424077,0.556321614,1.555003044,0.586924207,,,0,THCA,GDSC2
GSK2830371,2359,WIP1,Other,BRAF_mut,7,7,0.89261469,5.708675847,6.518744997,,,0.127837281,-0.81006915,0.624794832,1.121084571,0.120790072,,,0,THCA,GDSC2
GSK2830371,2359,WIP1,Other,TP53_mut,10,4,0.911910154,5.873888787,6.713264509,,,0.325834895,-0.839375721,0.682207924,1.411649607,0.149164039,,,0,THCA,GDSC2
THR-101,2360,Mutant RAS,PI3K/MTOR signaling,BRAF_mut,7,7,0.700841596,5.09432053,5.847892835,,,0.216314329,-0.753572306,1.219904169,0.907806245,0.214340812,,,0,THCA,GDSC2
THR-101,2360,Mutant RAS,PI3K/MTOR signaling,TP53_mut,10,4,0.976155801,5.181620137,6.194823046,,,0.173289756,-1.013202908,1.01251781,1.110765877,0.124852501,,,0,THCA,GDSC2
THR-102,2361,Mutant RAS,PI3K/MTOR signaling,BRAF_mut,7,7,1.218796829,4.782716984,5.714451988,,,0.044039942,-0.931735004,0.885146682,0.620763729,0.041666217,,,0,THCA,GDSC2
THR-102,2361,Mutant RAS,PI3K/MTOR signaling,TP53_mut,10,4,0.29609414,5.171954391,5.440159722,,,0.684459485,-0.268205331,0.82244716,1.119248107,0.625782334,,,0,THCA,GDSC2
THR-103,2362,Mutant RAS,PI3K/MTOR signaling,BRAF_mut,7,7,1.204528269,4.197154466,5.523163545,,,0.044591825,-1.326009079,0.981738502,1.208282281,0.043723128,,,0,THCA,GDSC2
THR-103,2362,Mutant RAS,PI3K/MTOR signaling,TP53_mut,10,4,0.339714342,4.985912028,4.545776449,,,0.692391141,0.440135578,0.980286977,1.957416904,0.576423317,,,0,THCA,GDSC2
ascorbate (vitamin C),2438,anti-oxidant proteins,Other,BRAF_mut,7,7,0.087769836,10.55186859,10.67840244,,,0.872322842,-0.126533847,1.382121902,1.49882583,0.87230519,,,0,THCA,GDSC2
ascorbate (vitamin C),2438,anti-oxidant proteins,Other,TP53_mut,10,4,0.513196153,10.82042056,10.10192291,,,0.53871111,0.718497654,1.127754183,2.006243843,0.402703873,,,0,THCA,GDSC2
glutathione,2439,anti-oxidant proteins,Other,BRAF_mut,7,7,0.314152398,9.350873334,9.651396188,,,0.568089919,-0.300522854,1.052780367,0.849633745,0.567612131,,,0,THCA,GDSC2
glutathione,2439,anti-oxidant proteins,Other,TP53_mut,10,4,1.170727768,9.78294765,8.79660254,,,0.156150614,0.986345111,0.762811307,1.045763757,0.071241576,,,0,THCA,GDSC2
alpha-lipoic acid,2498,Metabolism,Metabolism,BRAF_mut,7,7,0.514371363,7.992658677,8.413228529,,,0.354926905,-0.420569851,0.799090552,0.835775006,0.354889513,,,0,THCA,GDSC2
alpha-lipoic acid,2498,Metabolism,Metabolism,TP53_mut,10,4,0.246146259,8.143689523,8.351078803,,,0.790235385,-0.20738928,0.542155477,1.399189083,0.684708205,,,0,THCA,GDSC2
N-acetyl cysteine,2499,Metabolism,Metabolism,BRAF_mut,7,7,0.456264892,10.3669533,10.07020778,,,0.412002124,0.29674552,0.754532672,0.525992877,0.410046133,,,82.00922652,THCA,GDSC2
N-acetyl cysteine,2499,Metabolism,Metabolism,TP53_mut,10,4,0.073335766,10.23260665,10.18351528,,,0.905007739,0.049091369,0.671777267,0.662239417,0.903399064,,,90.33990641,THCA,GDSC2
